id	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
FLJ43080	1.90285	1.98359	1.77153	1.84127	1.45141	1.96775	1.8471	1.89246	1.76504
LCORL	2.01304	1.86233	1.79421	1.83408	1.47949	1.83118	1.69766	1.81212	1.61452
FDX1	2.02876	1.9448	1.88736	1.79988	1.56306	1.77827	1.76447	1.96953	1.67824
ZNF323	1.82629	1.97444	1.98953	1.44749	2.38875	1.62434	1.56698	1.85805	1.55442
GK5	1.96091	2.01217	1.64733	1.89308	1.37913	1.97329	1.91335	1.72774	1.75801
PARP11	1.87146	1.82484	1.77015	1.98582	1.40771	1.84212	1.89839	1.76897	1.67663
ZNF521	1.78614	1.64216	1.82579	1.85299	2.15685	1.68227	1.81317	1.66971	1.9326
STH	1.35017	1.24702	1.97523	1.71806	2.51252	1.51032	1.5212	1.64022	2.22464
DDX10	2.02691	1.8384	1.77213	1.73482	1.52964	1.71399	1.72621	1.82484	1.58128
NAAA	1.96797	2.13757	1.88247	1.7294	1.38555	1.91261	2.03726	1.85129	1.43356
ASB7	1.80387	1.74116	1.8292	1.86327	1.66868	1.82836	1.8076	1.85619	1.61047
MT1B	1.10999	1.63585	2.02854	1.95341	2.26278	1.55575	1.98065	1.57309	2.4766
NP	1.59109	1.40674	1.72005	1.81252	2.01982	1.63038	1.3582	1.63038	2.07506
TBC1D2	1.85129	1.33245	1.6072	1.87846	1.95313	1.7189	1.67545	1.36664	1.68021
HDX	1.74786	1.95889	1.71378	1.73644	1.39932	1.82646	1.92363	1.84288	1.6624
FRAS1	1.97107	1.5847	1.947	1.83756	1.67775	1.52991	1.3587	1.92087	1.81918
USH1C	1.79345	1.83305	1.69257	1.67311	2.10395	1.82037	2.15591	1.33227	1.87006
BTG3	2.00166	1.90141	1.64191	2.12197	1.58805	1.98359	1.89695	1.65363	1.74357
HSD17B1	1.6788	1.46033	1.94259	1.68396	2.26516	1.60073	1.69096	1.75973	1.79311
ZNF561	1.82977	1.85401	1.80965	1.90911	1.90405	1.84096	1.73866	1.80239	1.6978
MANEAL	1.84465	1.89803	1.80469	1.7537	1.63374	1.7987	1.84212	1.89678	1.69386
ARSG	1.96514	1.90827	1.35278	1.64307	1.15088	1.84148	2.01132	1.77873	1.62026
PCDHGA9	1.51661	1.7009	1.66556	1.75201	2.24941	1.71555	1.61836	1.80619	1.86729
ST6GALNAC4	1.42983	1.56638	1.81073	1.5636	2.32968	1.71343	1.54984	1.88497	2.04211
CDK7	2.05207	2.04788	1.88497	1.81531	1.199	1.94636	1.62656	1.85178	1.42612
CD320	1.49724	1.33907	1.95526	1.65993	1.88247	2.05977	1.90027	1.71905	1.8045
WDR4	1.23861	1.55353	1.90179	1.80352	2.14509	1.70042	1.63439	1.60203	1.80387
hCG_1757335	2.07388	1.52918	1.93635	1.87382	1.62227	1.88754	1.78755	1.5496	1.84732
ACSF3	1.64022	1.53135	1.87291	1.64733	1.8307	1.59261	1.75693	1.73657	2.03837
RECK	1.97795	1.83889	1.78577	1.90694	1.68859	1.84388	1.74648	1.55752	1.78744
NLE1	1.87779	1.89124	1.64216	1.86058	1.69233	1.85594	1.91062	1.73701	1.63486
C10orf88	1.93743	1.92407	1.89803	1.79234	1.53295	1.79256	1.65266	1.94451	1.76294
NUS1	2.00681	2.0691	1.83983	1.83639	1.25286	1.86172	1.6624	2.06259	1.58167
ALG2	1.91171	1.94999	1.89057	1.78724	1.48466	1.82243	1.83099	1.92786	1.78378
GLI4	1.59321	1.52222	1.76613	1.85805	2.15714	1.70993	1.864	1.53015	2.03997
TMEM14E	1.87369	1.60936	1.84901	1.74357	2.22241	1.68688	1.52725	1.72749	1.98953
TTC38	1.83011	1.7142	1.79701	1.79395	2.23295	1.57837	1.4415	1.97812	2.00947
KRTAP5_2	1.83165	1.62005	1.75651	1.29339	1.86729	1.66775	1.76578	1.95188	1.86808
AZI1	1.39569	1.44347	1.56502	1.62998	1.82629	1.51081	1.83467	1.60314	1.76218
KLHL18	1.85285	1.82414	1.91637	1.64636	1.69217	1.66748	1.64711	1.93023	1.77804
WIPF1	2.03726	1.76172	1.96826	1.82594	1.57079	2.04196	2.10684	1.55575	1.57334
PDZD7	1.60141	1.37849	1.57912	1.26584	1.60698	1.69484	1.78708	1.80576	1.87986
NUP37	1.9307	2.22631	1.56285	1.95598	1.44393	1.93159	1.83024	1.81317	1.69066
TMEM64	2.00269	1.94008	1.94386	1.85574	1.60441	1.7327	1.84288	1.77035	1.92236
SEPSECS	2.01151	1.92878	1.71967	1.99106	1.87811	1.93535	1.80681	1.56673	1.73442
RRP7B	1.40106	1.32271	1.74586	1.57309	2.05735	1.59813	1.81769	1.58907	1.75734
CRABP1	1.35595	2.01544	1.34471	1.27572	1.05189	1.92125	1.82121	1.70261	1.1713
ZNF500	1.43583	1.68596	1.6854	1.6553	2.00324	1.73289	1.78826	1.78946	1.86233
TAF5	2.06259	2.08638	1.87623	1.76504	1.44526	1.68626	1.68999	1.85718	1.68227
SH2B3	1.53062	1.55939	1.77626	1.77106	2.2335	1.69325	1.74586	1.70815	1.99155
KIAA2022	2.03348	2.01845	1.73406	1.69066	0.990965	1.79311	1.69554	2.05472	1.62343
CHCHD4	2.02535	1.91942	1.99974	1.79058	1.551	1.73101	1.83831	2.0008	1.58931
ERF	1.81956	1.79904	1.76657	2.03169	1.83756	1.97718	1.80929	1.50603	1.65796
OPRL1	1.79701	1.64833	1.72035	1.65192	1.45524	1.93046	1.92192	1.99444	1.58104
TICAM1	0.840175	1.80352	1.85476	2.05103	1.0711	1.88082	1.39569	2.0247	1.83099
RWDD2B	1.77568	2.39056	1.98108	1.60155	1.21539	1.77769	1.65089	1.76148	1.64086
C1orf107	1.85914	1.90466	1.82531	1.86306	1.65662	1.78473	1.7892	1.6784	1.57285
F13A1	1.45862	2.175	1.42873	1.55353	1.33315	1.83983	1.55752	1.8671	1.82098
RPGR	1.7142	1.7713	1.66425	1.65472	2.09327	1.62325	1.5847	1.63227	1.85178
PHLDB2	1.39949	1.7079	1.20333	1.39418	1.70282	1.26821	1.28979	1.22327	1.28381
TM9SF1	1.76334	1.73101	1.76703	1.7118	1.63347	1.68825	1.75256	1.83831	1.84442
ZCCHC4	1.92976	1.71141	1.78166	1.86808	1.79553	1.76641	1.8141	1.74188	1.52568
RPS18	1.83607	1.89224	1.55252	2.02936	1.82673	1.84465	1.75822	1.77183	1.59796
ZNF438	1.79631	1.85574	1.61195	1.74188	1.97771	1.71459	1.80387	1.6609	1.85144
DOK4	1.66435	1.77035	1.75486	1.7101	1.98749	1.62482	1.68709	1.90141	1.63892
HEATR2	1.57644	1.71828	1.70001	1.75859	2.06328	1.57721	1.75289	1.63704	1.947
ZNF92	2.05717	1.89162	1.85886	1.82872	1.17897	1.92659	1.77702	1.90253	1.79744
C21orf63	1.76613	1.77702	1.70599	1.94619	1.90884	1.71238	1.79776	1.64256	1.78906
CMYA5	1.48211	1.55035	1.4201	1.51123	2.15916	1.53275	1.68465	1.5212	1.65724
PEX11A	1.92624	1.76953	1.92765	1.80825	1.82946	1.52282	1.52009	1.97207	1.98919
MGC70863	1.84625	1.58789	2.04049	1.76334	1.89905	1.77585	1.66324	1.91224	1.93465
DPM3	1.8427	1.80106	1.79888	1.51104	1.47275	1.91637	2.02069	1.73644	1.71518
PLEKHH2	1.45417	1.61388	1.51801	1.77168	1.91377	1.74414	1.62124	1.58601	1.48608
HSPBAP1	1.91	1.86586	1.83339	1.7947	1.57889	1.7493	1.81553	1.65881	1.5989
RNF175	1.98859	1.86662	1.96328	1.71459	1.14556	1.75173	1.63038	2.00475	1.62633
EMP2	1.52418	1.55415	1.67663	1.91171	2.01784	1.50162	1.98479	1.69257	1.95386
LRRC51	1.86001	1.74357	1.64403	1.83581	2.18686	1.86128	1.89331	1.76629	1.63038
RND2	1.77749	1.71486	1.70635	1.72996	2.07734	1.62368	1.87398	1.86633	1.82814
SMAD7	1.82836	1.88061	1.81918	1.63872	1.86058	1.51801	1.83339	1.72836	1.92276
POLD4	1.48524	1.65062	1.64908	1.70599	2.35838	1.64833	1.96826	1.65745	1.61915
IMMP2L	1.99768	2.03814	1.61859	1.74238	1.14204	1.88001	1.77322	1.84625	1.5212
SLC45A3	1.93085	1.51265	2.20169	2.09586	1.86128	1.64685	2.03883	1.18127	1.95791
POLR2J3	1.70635	2.09041	1.34706	2.0242	1.67164	1.85718	1.7933	1.06043	1.51167
COTL1	1.74567	1.97464	1.58128	1.89605	2.02244	1.72464	1.91995	1.82273	1.92363
TMEM60	2.05559	2.06078	1.9054	1.60248	1.26953	1.85476	1.93594	1.91195	1.51569
SOHLH1	1.50249	1.30617	1.79483	1.48508	1.53321	1.42922	1.75056	1.6895	2.12683
POLL	1.64997	1.79776	1.72922	1.82579	1.8891	1.7772	1.78895	1.864	1.80661
ZNF235	1.87037	1.65328	1.83143	1.7699	1.76722	1.72954	1.76405	1.73843	1.86354
C10orf35	1.96227	1.75056	1.79118	1.66841	1.16507	1.84557	1.83889	1.87322	1.53854
IFIH1	1.44415	1.34658	1.58642	1.49864	1.96907	1.44249	1.36226	1.41439	1.55773
SLC38A5	1.38155	1.03103	1.67971	1.72217	1.21672	2.34827	1.96489	1.1824	1.95472
PDCD2L	2.00748	1.99309	1.69766	1.77015	1.46573	1.74807	1.63796	1.89057	1.51379
MAP2K7	1.69458	1.62535	1.84442	1.7646	1.99889	1.64561	1.77488	1.78724	1.79198
FANCI	1.87291	1.8775	1.89822	1.82462	1.61144	1.72774	1.59587	1.8678	1.81769
GABPB1	1.95493	1.68076	1.82503	1.80387	1.96374	1.86862	1.64022	1.81601	1.76613
ZC3H12C	1.95621	1.78473	1.89999	1.90092	1.88956	1.72704	1.71399	1.7085	1.81867
DLL1	1.66579	1.51507	1.76578	1.69799	2.41749	1.62633	1.4939	1.26144	1.78363
TBL2	1.85805	1.7158	1.70448	1.77651	1.76233	1.79154	1.9864	1.73934	1.61082
ALG1	1.73949	1.79631	1.77856	1.78404	1.7588	1.94501	1.8697	1.72885	1.7903
NSL1	1.9453	1.84732	1.90485	1.83118	1.61265	1.78895	1.82872	1.81769	1.81139
VARS2	1.46819	1.38084	1.73975	1.81822	2.37974	1.41015	1.59642	1.69484	1.86093
LMO2	1.41329	1.77359	1.53731	2.00005	2.01132	2.0946	1.80239	1.6775	1.61195
TET2	1.74828	1.77415	1.72464	1.81601	1.75173	1.79421	1.75033	1.63439	1.79922
FAM110B	1.88797	1.96148	1.82372	1.60441	1.48092	1.58041	1.76279	1.93773	1.66043
WDR27	1.79118	1.55187	1.85656	1.66775	1.60899	1.70476	1.76678	1.73895	1.94335
ZNF205	1.55415	1.7726	1.72163	1.67569	2.17473	1.56434	1.68688	1.49297	1.64524
GLIPR2	2.15685	1.88712	1.53351	1.97182	1.66224	2.16208	1.81822	1.64664	1.65507
FGF17	1.24992	1.37679	1.6586	1.44023	2.55208	1.42983	1.52379	1.67098	2.17964
RHOF	1.65566	1.72334	1.81675	1.5753	2.06078	1.70975	1.63629	1.70744	1.7542
BTG1	1.39004	1.43059	1.93815	1.61768	2.4072	1.76318	1.67685	1.66719	1.91
TRAF2	1.46573	1.50529	1.8678	1.45294	2.30112	1.6084	1.58449	1.77433	1.83937
ATF7IP2	1.87129	1.78043	1.62411	1.58579	1.61915	1.80167	1.78454	1.86425	1.66868
ZDHHC23	1.97047	1.99782	1.69507	1.5195	1.42305	1.4932	1.659	2.07332	1.47275
CDADC1	1.95853	1.82433	1.89147	1.76703	1.55035	1.864	1.6609	1.90115	1.69885
PRELID2	1.67126	1.52379	1.79445	1.73351	2.0238	1.88648	1.94023	1.64685	1.70175
IGHMBP2	1.66509	1.72114	1.74414	1.59708	1.5806	1.5843	1.7937	1.82898	1.85401
TSHZ3	1.81167	1.68902	1.61677	1.66988	1.5408	1.77926	1.70023	1.87349	1.82191
CLEC3B	1.73351	1.92786	1.28532	1.65977	1.71399	2.16611	2.32192	1.57889	0.987843
MLXIPL	1.18499	1.47928	1.49464	1.60001	2.12709	1.43721	1.63774	1.594	2.0143
ACBD4	1.69484	1.66616	1.64426	1.63531	1.76294	1.85079	1.76479	1.8119	1.78279
BRPF1	1.69275	1.44249	1.7892	1.70681	1.96826	1.73843	1.73148	1.71828	1.659
SPEG	1.43156	1.34591	1.61241	1.71435	2.07485	1.51065	1.76148	1.67033	1.88347
STYK1	2.05997	2.08412	1.80722	1.49755	0.81986	1.6962	1.66868	1.99263	1.62878
RSAD2	1.27102	1.15404	0.949123	1.26411	0.697679	1.36246	1.43889	1.22439	1.04549
LOC339344	1.59515	1.43625	1.79922	1.75334	2.1835	1.80929	1.73325	1.72545	1.72144
ISLR	1.77651	1.78293	1.80598	1.56177	1.42184	1.62982	1.93224	1.91084	1.72906
FUT10	1.80217	1.88082	1.80258	1.76551	1.98709	1.67793	1.81252	1.65767	1.6788
ZCWPW2	1.62579	1.4667	1.92901	1.69045	1.74009	1.81317	1.80049	1.93679	1.72114
IL17RA	1.53188	1.66456	1.68123	1.85594	2.29061	1.75801	1.55276	1.57079	1.595
ZNF461	1.88497	1.95587	1.78946	1.9409	1.38219	1.77298	1.66341	1.87061	1.77359
SYT17	1.58885	1.66971	1.51861	1.83165	2.08841	1.76824	1.74828	1.76596	1.76279
ZSCAN16	1.81601	1.66534	1.83024	1.86093	1.98148	1.48987	1.65292	1.58498	1.82713
UBTD2	1.89727	1.87779	1.81625	1.7474	1.64163	1.84166	1.66719	1.85373	1.86017
NOB1	1.47863	1.41171	1.83216	1.72545	2.12791	1.73827	1.61047	1.71203	1.74977
RABIF	1.88347	1.89999	2.06492	1.64163	1.70309	1.56561	1.73843	1.8384	1.74828
ZFP36	1.14458	1.8434	1.41606	1.76578	2.39466	1.52084	1.50575	1.38598	2.07999
DNASE1L1	1.67949	1.64045	1.65089	1.80074	1.65363	1.88885	1.80884	1.72906	1.7474
MAP3K6	1.54239	1.52485	1.4924	2.15414	2.05346	1.77804	1.63419	1.65796	1.82629
NPHP4	1.5485	1.56872	1.57644	1.59796	1.73701	1.63124	1.72855	1.69204	1.85129
TRIM69	1.74414	1.56571	1.90936	1.83734	1.70815	1.48736	1.11042	1.94854	1.78404
BCL11A	1.75674	1.89883	1.68902	1.65767	1.49373	1.79131	1.78946	1.89839	1.75308
CCDC134	1.76551	1.77804	1.73148	1.91786	1.82503	1.70771	1.74522	1.79083	1.78473
MXRA8	1.29434	1.46641	1.4715	1.70701	2.00818	1.7461	1.93488	1.48906	1.59966
THOC6	1.65993	1.83011	1.87986	1.66896	1.64541	1.63754	1.81115	1.7414	1.67349
C3orf64	1.81115	1.92901	1.5147	1.99192	1.50063	1.95988	1.84072	1.66841	1.71828
EID2B	1.94963	2.01115	1.56856	1.61859	1.0239	1.87037	1.92786	1.92745	1.57912
KIAA1328	1.88202	1.82695	1.58552	1.8045	1.73644	1.68554	1.75512	1.62246	1.56638
ZNF606	1.93407	1.86756	1.63988	1.92624	1.64613	1.75056	2.03135	1.60398	1.65662
POLA2	1.70309	1.83983	1.86551	1.8419	1.89933	1.87811	1.64795	1.70919	1.55597
GIN1	1.93886	1.84008	1.75693	1.87908	1.6842	1.82175	1.72144	1.75355	1.72262
FEN1	1.90716	1.98023	1.76125	1.76427	1.18952	1.8164	1.93815	1.85929	1.63531
KIAA0859	1.81531	1.78882	1.8371	1.62707	1.64191	1.71378	1.65141	1.93224	1.78066
LYPLA1	2.04749	1.77964	1.66113	1.66509	1.33112	1.79214	1.70635	1.9171	1.81846
SNX18	1.87466	1.7933	1.86255	1.78974	1.81625	1.69597	1.94335	1.62005	1.83906
HNMT	1.72885	1.79532	1.86678	1.83831	1.56028	1.76447	1.96227	1.88556	1.67073
FYCO1	1.46848	1.48828	1.68738	1.69346	2.44778	1.61549	1.71672	1.44223	1.65238
SSR2	1.91971	1.92171	1.78755	1.73776	1.49888	1.8292	1.72497	1.90285	1.63732
RGAG4	1.60314	1.65426	1.87061	1.62917	2.11914	1.77213	1.551	1.72114	1.62917
RNF5P1	1.86382	1.70476	1.83906	1.71162	1.31846	1.87322	1.98825	1.80153	1.6502
CCDC97	1.44393	1.75512	1.69367	1.6147	2.12407	1.7282	1.73082	1.75233	1.74949
HLA_DQB1	1.9928	2.16494	1.13412	1.83362	1.7118	0.989976	1.32727	1.72996	2.86622
ERCC4	1.8814	1.89104	1.84752	1.78473	1.94039	1.76195	1.66955	1.70145	1.69217
CMBL	1.84973	1.88409	1.98002	1.63303	1.70993	1.88482	1.64403	1.84252	1.66918
PCDH21	1.99721	1.92533	1.76233	1.45716	1.32433	1.7079	1.60141	1.85828	1.70658
HDAC10	1.38508	1.45653	1.71304	1.50603	2.05284	1.50529	1.60584	1.72621	1.85061
LACTB	1.9448	1.81718	1.75256	2.00371	1.54333	1.60155	1.59215	1.81049	1.68487
XTP3TPA	1.83854	1.64072	1.76099	1.80153	1.92301	1.80281	1.65836	1.97265	1.68363
C10orf113	1.61932	1.94451	1.42477	1.72236	2.57554	1.94063	1.49536	1.71787	1.80188
ZNF766	1.95587	1.7537	1.55824	1.75712	2.02509	1.74314	1.69885	1.69857	1.7294
NES	1.39103	1.33604	1.73101	1.99974	2.38895	1.78182	1.77517	1.41803	1.53532
MTFMT	2.01717	1.99974	1.86981	1.87229	1.14426	1.80661	1.64664	1.79214	1.58498
C12orf31	1.94419	1.85914	1.91335	1.70499	1.69536	1.82872	1.73168	1.74949	1.58885
ZNF585A	1.78744	1.7414	1.71359	1.90936	1.63486	1.73442	1.64778	1.71806	1.67866
AMACR	1.80619	1.7282	1.76148	1.73082	1.01078	1.80981	1.79728	1.98108	1.68738
PPAPDC1A	1.63279	1.34004	1.78293	1.99131	2.32243	1.55035	1.71787	1.7022	1.77503
C20orf10	2.05346	1.73128	1.89839	2.01879	1.6428	1.86608	1.75629	1.53707	1.80825
IL10RB	1.80774	1.80074	1.58953	1.77795	1.83581	1.89958	1.74786	1.65292	1.75201
CEP76	1.71739	1.94663	1.81553	1.80489	1.54062	1.80513	1.78344	1.78708	1.70106
DUSP23	1.80469	1.58885	2.12162	1.58805	1.55125	1.56285	1.98046	1.78882	1.75147
PIM2	1.90238	1.86568	1.77342	1.59168	1.28303	1.75091	1.70894	2.13317	1.4893
ZC3HAV1	1.42849	1.42808	1.55684	1.67824	2.23565	1.64636	1.39503	1.62982	1.68709
ITGA5	1.11635	1.50439	1.58081	1.469	2.39226	1.44319	1.43177	1.56177	1.87603
CCDC102B	2.13388	2.05268	1.63374	1.5147	1.56673	1.93649	1.66425	1.85061	1.33069
TAS2R48	1.91315	1.87447	1.5753	1.70282	1.62005	1.8432	1.85144	1.79631	2.17755
TIGD7	1.94147	1.69507	1.80619	1.69404	1.93613	1.76875	1.74859	1.86105	1.58859
AVIL	1.62535	1.72309	1.77988	1.75801	2.18245	1.58015	1.48547	1.8076	1.63124
IRAK1BP1	1.72518	1.8235	1.85061	1.62158	1.53487	1.70064	1.8846	1.64757	1.97812
RBM15B	1.70599	1.6445	1.69799	1.82273	1.92831	1.76703	1.78319	1.77626	1.75015
WIPF3	1.57449	1.8814	1.73727	1.7561	1.90438	1.72309	1.73026	1.57659	1.99782
PYROXD1	2.05932	1.97905	1.71828	1.81935	1.08032	1.93911	1.86276	1.84858	1.59944
PATZ1	1.78708	1.77153	1.71326	1.88822	1.79234	1.80299	1.83937	1.76279	1.7814
TBC1D3E	1.33112	1.29013	1.58622	1.74027	1.85637	1.35732	1.57309	1.62026	1.56698
ZNF79	1.63774	1.54821	1.54306	1.8074	1.94854	1.66177	1.63279	1.65724	1.58323
C11orf61	1.59796	1.62579	1.81282	1.74444	2.11255	1.59437	1.58722	1.53881	1.61549
FAM174B	1.74859	1.74522	1.7158	1.62482	1.58552	1.65551	1.82646	1.78799	1.56048
MINPP1	2.28969	1.83581	1.68465	1.75256	1.66748	1.74899	1.67997	1.68774	1.6072
SNRPA1	2.16878	2.06838	1.86608	1.88668	1.29393	1.85383	1.35303	1.52099	1.5585
PLCB2	1.3756	1.6179	1.45271	1.45446	1.71109	1.60639	1.91261	1.8255	1.8307
RBL1	1.7588	1.63227	1.78614	1.7282	2.1245	1.72518	1.60036	1.5689	1.69833
CD3EAP	1.68102	1.81282	1.7468	1.67485	1.75585	1.68154	1.79631	1.71109	1.65836
ZNF10	1.91592	2.02283	1.58601	1.80884	1.37261	1.86846	1.73427	1.8349	1.56673
ZNF394	1.66177	1.66067	1.60203	1.67663	1.97425	1.5195	1.65122	1.55939	1.68644
ZNF71	1.71459	1.70282	1.67599	1.75904	1.91923	1.66988	1.72217	1.69507	1.7322
ACCN1	1.93447	1.82646	1.7542	1.67392	1.18349	1.50027	1.76218	1.86197	1.64833
SNAPC1	1.94572	1.74899	1.77926	1.79701	1.71459	1.84657	1.88102	1.76405	1.55232
BAHCC1	1.38109	1.31556	1.55729	1.60639	2.22559	1.60314	1.7957	1.59014	1.80801
NOM1	1.76824	1.72563	1.81139	1.74338	1.70416	1.73701	1.57041	1.66616	1.71221
HRASLS	1.99176	1.92324	1.69536	1.89199	1.43356	1.70379	1.82673	1.70476	1.48524
RARB	1.84579	1.91315	1.84826	1.52898	1.66203	1.67392	1.52944	1.852	1.7468
SLC45A1	1.76148	1.7438	1.79631	1.60879	1.31284	1.63988	1.80352	1.99858	1.70416
MYO16	1.79256	1.70145	1.76629	1.84166	1.3087	1.79118	1.68242	1.6179	1.50575
THAP6	1.81337	1.97034	1.61604	1.84228	1.80368	1.81531	1.68021	1.55461	1.63609
DDX59	1.72309	1.78854	1.65796	1.73827	1.67126	1.7499	1.71555	1.6586	1.6445
TXNRD2	1.70204	1.7421	1.7987	1.67183	1.70744	1.63347	1.84148	1.84973	1.82175
C1D	1.9086	1.95457	1.58406	1.66164	0.430027	1.85092	1.88885	2.14497	1.85299
HIST1H4A	2.00919	1.94895	1.26999	1.91315	1.22173	1.86457	1.8145	1.9751	1.37775
TOR1B	1.70581	1.69766	1.74357	1.79214	1.97654	1.75674	1.60959	1.78597	1.62124
GEMIN8	1.65977	1.69857	1.63453	1.95386	1.63988	1.84504	1.94877	1.74586	1.67793
MRPL22	1.82145	1.92686	1.70244	1.91251	1.50162	1.81625	1.69814	1.82121	1.65767
POLR1C	1.81354	1.87006	1.82946	1.7009	1.38931	1.89162	1.61812	1.9282	1.56981
RNMTL1	1.70919	1.50656	1.89199	1.6962	1.53505	1.76427	1.7646	1.94419	1.79445
MFSD2	1.53678	1.38044	1.7499	1.8918	1.79758	1.82713	1.45369	1.41987	1.91411
CMPK2	1.50985	1.5485	1.28328	1.49194	0.801176	1.44853	1.43984	1.49555	1.26433
PTH2R	1.81675	2.0487	1.72855	1.04015	0.81928	2.08957	1.76875	1.9421	1.23249
HIST3H2BB	1.78535	2.00841	1.33639	1.44724	1.35541	1.73589	2.05231	1.80681	1.83756
SHMT2	1.61955	1.42849	1.87094	1.56377	2.05042	1.63303	1.41413	1.86909	1.61388
LYAR	1.65595	1.63326	1.66164	1.76075	1.95853	1.7588	1.70204	1.5961	1.76527
FIGN	1.80801	1.7294	1.76318	1.7987	1.99946	1.66067	1.51221	1.69536	1.54904
TTC21A	1.495	1.59168	1.47231	1.59755	1.7947	1.52692	1.7546	1.38685	1.66362
HISPPD2A	1.92686	1.76075	1.80299	1.54737	1.66685	1.62227	1.68626	1.9564	1.75763
MAMDC4	1.09742	0.97447	1.79058	1.47294	2.81945	1.2328	1.35978	1.40518	1.72066
KIAA1524	1.88387	2.02168	1.32017	1.84488	0.83278	1.91195	1.99946	1.6626	1.49755
TRERF1	1.62499	1.41344	1.5989	1.42161	1.87322	1.77359	1.74807	1.6084	1.77585
SLC22A5	1.68021	1.61436	1.78659	1.84858	1.89958	1.77153	1.55707	1.76972	1.75117
DHX58	1.51104	1.65706	1.25393	1.67349	1.65328	1.75763	1.8427	1.63347	1.51532
HLA_DRB1	1.15651	2.09968	1.76358	1.46796	1.42525	1.20812	1.87888	1.73248	2.44119
LOC150786	1.90787	1.9455	1.8145	1.68292	1.29585	1.71672	1.73975	1.86846	1.71905
GLTPD1	1.56269	1.52879	1.71238	1.6246	1.97869	1.69386	1.79658	1.81337	1.80074
RHOJ	1.55055	1.42184	1.56306	1.66435	2.26023	1.68756	1.62677	1.59041	1.57449
C15orf33	2.10061	2.15861	1.5689	1.80423	1.14778	1.85452	1.87679	1.76768	1.62944
MYOM1	1.49373	1.53532	1.67949	1.70023	2.49128	1.78363	1.82191	1.44951	1.76075
WDR89	1.9511	1.94746	1.72114	1.7438	1.34042	1.85401	1.87811	1.87466	1.66775
LEPRE1	1.61647	1.53474	1.61984	1.5961	1.65491	1.6246	1.54717	1.41659	1.73482
NCAPG2	2.01544	1.89449	1.82814	1.96091	1.26584	1.80965	1.86197	1.75822	1.7079
ADAMTS9	1.51978	1.28706	1.64388	1.85037	2.14202	1.53114	1.0711	2.16953	1.88712
PDGFC	1.98688	1.61647	1.69308	1.89147	1.64256	1.67903	1.75538	1.76527	1.86255
CCDC137	1.38084	1.57659	1.59944	1.63629	2.12961	1.56224	1.75173	1.79888	1.71162
KCNC3	1.48447	1.48906	1.79083	1.48466	2.0585	1.81167	1.62944	1.61327	1.87269
SNORD71	1.99525	1.85061	1.73934	2.15837	1.99155	1.73248	1.44044	1.88869	0.850685
LOC730092	1.70399	1.77106	1.53831	1.93131	1.69429	2.01115	1.81379	1.83563	1.71031
ATG16L2	1.63169	1.3587	1.95621	1.69698	2.13684	1.4578	1.53576	1.48146	1.73427
CTSK	1.80258	2.04172	1.5751	1.43264	1.33334	1.67014	1.55893	1.77827	1.70064
GSPT2	1.7814	1.94768	1.76028	1.56963	1.20956	1.76257	1.78113	1.85736	1.5751
TMEM39B	1.59065	1.6023	1.64664	1.64858	1.58953	1.72679	1.87146	1.60936	1.80423
CX3CR1	2.01281	2.13713	1.91624	1.99889	0.972613	1.63585	2.30195	1.83963	1.99034
ZNF223	1.89803	1.88364	1.66534	1.78204	1.11275	1.7337	1.78504	1.77322	1.54412
HTR1A	1.3635	1.78226	1.85805	1.07808	1.62832	1.4917	1.64636	1.83664	1.80299
ZNF182	1.72954	1.61241	1.67205	1.67419	1.88482	1.57411	1.48067	1.59321	1.68519
MDP_1	1.81317	1.8419	1.62756	1.67918	1.54873	1.81894	1.77276	1.79988	1.6098
TMEM125	1.95164	1.79988	1.77462	2.05874	1.1956	2.08744	2.15491	1.59168	1.93635
FAM127B	1.58265	1.94313	1.69204	1.64216	1.81049	1.92087	1.81227	1.5439	1.72729
FUNDC2	1.81718	1.79272	1.87427	1.66556	1.57142	1.64711	1.495	1.80951	1.57079
PRKRIP1	1.60547	1.61109	1.45797	1.63754	1.75734	1.72035	1.76613	1.58128	1.58805
AK3L1	1.57579	1.75927	1.84465	1.6586	1.68242	1.62158	1.80513	1.67392	1.68076
TMED10P	1.63912	1.54002	1.7126	1.71923	2.0948	1.55232	1.82243	1.60517	1.82243
COQ10A	1.86327	1.83963	1.70894	1.7814	1.56177	1.67485	1.64103	1.716	1.73082
C20orf29	1.69017	1.60805	1.55212	1.81089	1.46704	1.77195	2.0328	1.79758	1.84096
SLC31A1	1.80681	1.84096	1.69096	1.85693	1.63453	1.85554	1.66113	1.78854	1.64588
C9orf21	1.55729	2.0143	1.79988	1.92512	1.59437	1.91136	1.67073	1.84228	1.35104
P2RX4	1.90164	1.84939	1.59813	1.77769	1.85316	1.59944	1.65472	1.62878	1.71203
TRAF1	1.77626	1.41902	1.67126	1.70919	2.35222	1.49998	1.86153	1.49656	1.7493
FRAG1	1.74282	1.63892	1.76527	1.66971	1.82037	1.84127	1.83906	1.55965	1.84926
SLC12A7	1.3695	1.11543	1.7463	1.23911	2.48678	1.40168	1.48356	1.43674	1.80619
