id	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
PLD5	1.74414	1.6609	1.49097	1.40394	1.58367	1.62227	1.70936	1.78293	1.78182	1.62944	1.80407	1.56916	1.3316	1.63144	1.59813	1.55232	1.82789
LRIG3	1.7937	1.68201	1.57142	1.69554	1.95526	1.3266	1.36226	1.18952	1.7605	1.70106	1.44367	1.86934	1.71203	1.71787	1.62069	1.3434	1.72563
OVGP1	1.68973	1.98215	1.85037	1.70894	1.10957	1.3349	1.39026	1.8179	1.82872	1.96409	1.51583	1.69325	1.04949	1.69204	1.65923	1.629	1.51551
SLC24A3	1.76953	1.6978	1.45294	1.58971	1.97425	1.78614	2.04885	1.79311	1.47323	1.77651	1.73803	1.41545	1.60295	1.18921	1.29128	1.49604	1.37967
FANCG	1.44319	2.03548	1.7142	1.63253	1.66509	1.40265	1.49194	1.55187	1.56752	1.66435	1.69814	1.60073	1.74522	1.67245	1.65796	1.51978	1.62859
ZNF383	1.59981	1.52222	1.71074	1.63169	1.66456	1.41687	1.61534	1.76125	1.7414	1.7463	1.65961	1.81227	1.39593	1.69458	1.55993	1.57968	1.61286
IPMK	1.76004	1.48608	1.65209	1.6784	1.73523	1.67997	1.79285	1.57465	1.7493	1.82977	1.65062	1.50985	1.5683	1.66616	1.50731	1.54264	1.33029
PRKG2	1.45653	2.17087	1.8725	1.73727	1.32535	1.74949	1.7984	1.60661	1.73776	1.73459	1.73701	1.30968	1.4093	1.3266	1.31518	1.78906	1.32809
NMNAT3	1.62026	1.88019	1.62325	1.7101	1.49656	1.59587	1.64816	1.68519	1.71074	1.45095	1.49373	1.51303	1.56285	1.55624	1.65745	1.64163	1.85989
ABCA7	0.919875	2.63199	1.717	2.03618	1.66435	1.25972	1.44806	1.48405	1.25927	1.00039	1.76722	1.25879	1.77517	1.24364	1.26584	1.46049	1.99839
PDGFB	1.61604	2.07049	1.61888	1.62124	1.72198	1.7713	1.51661	1.47098	1.55684	1.42225	1.49864	1.49147	1.86425	1.49194	1.54036	1.71141	1.60155
ZNF553	1.61549	1.74786	1.59437	1.54585	1.30579	1.72518	1.78012	1.90164	1.58291	1.60868	1.57659	1.59782	1.46773	1.61677	1.70064	1.76504	1.56722
ZNF470	1.71536	1.70416	1.5381	1.51487	1.53086	1.57677	1.77769	1.60314	1.80086	1.74949	1.72518	1.66362	1.64496	1.63819	1.45321	1.66896	1.41873
ZNF222	1.53036	2.22481	1.49054	1.69257	1.25659	1.62707	1.75117	1.69814	1.66382	1.6586	1.59548	1.58769	1.33294	1.67164	1.63253	1.58622	1.53662
HOMEZ	1.66955	2.05361	1.64636	1.5989	1.70993	1.30679	1.49416	1.39327	1.67599	1.55373	1.69652	1.70244	1.88102	1.73612	1.5585	1.44178	1.44
CCDC146	1.43625	2.56197	1.45934	1.62499	1.937	1.3587	1.32535	1.42238	1.78226	1.46398	1.48387	1.46773	1.84691	1.41216	1.31081	1.45076	1.60899
SNRPE	1.91923	0.525513	1.44749	1.52665	1.5636	1.96883	1.71864	1.57644	1.80951	2.0086	1.73427	1.8002	1.17551	1.82014	1.43941	1.50656	1.3485
LRFN3	1.35595	1.94679	1.8076	1.62266	1.71435	1.26791	1.58885	1.66224	1.30713	1.38809	1.6892	1.46224	2.10419	1.65039	1.62499	1.53086	1.66067
XK	1.84465	0.493647	1.45221	1.58498	0.451695	1.99355	1.93679	2.10012	1.91829	1.93085	1.64524	1.6072	0.726332	1.75117	1.57579	1.85431	1.29088
ZBED4	1.57861	2.05103	1.62368	1.62026	1.85862	1.45001	1.4958	1.44853	1.56502	1.50412	1.67229	1.51615	1.99629	1.47885	1.47422	1.48987	1.67205
C12orf66	1.77827	1.49054	1.49776	1.75763	1.34491	1.45501	1.72518	1.68709	1.7892	1.71399	1.80884	1.6892	1.54821	1.79272	1.52879	1.50962	1.46796
TTC23	1.56872	1.87269	1.61109	1.61418	1.99974	1.40002	1.45045	1.45673	1.50529	1.46725	1.74338	1.53854	2.17596	1.46332	1.46001	1.40241	1.63398
NHEDC1	1.6784	1.13386	1.57837	1.4447	1.92686	1.45369	1.73803	1.63169	1.7556	1.77517	1.63227	1.65448	0.92605	1.82372	1.90164	1.61436	1.59782
TRIM68	1.66203	1.76854	1.49916	1.71988	1.56527	1.62325	1.77106	1.60775	1.67545	1.39503	1.55965	1.66798	1.6321	1.69554	1.60095	1.68688	1.56016
RNF144B	1.55521	1.06833	1.42184	1.41258	2.46258	2.1085	1.39297	1.41439	1.53438	1.63169	1.36799	1.58146	1.56995	1.58971	1.56981	1.58953	1.6084
ZNF625	1.56177	2.2648	1.71787	1.58265	1.37881	1.48524	1.69204	1.69325	1.72035	1.64426	1.52466	1.58015	1.3485	1.68875	1.78659	1.42477	1.33227
TOX2	1.39909	2.05559	1.70204	1.72217	1.12907	1.61026	1.65662	1.72035	1.5391	1.74786	1.70815	1.45463	1.30554	1.66145	1.6895	1.68644	1.68596
SCYL1BP1	1.67569	2.06786	1.53628	1.46001	1.53135	1.85914	1.57489	1.59343	1.73644	1.51065	1.49679	1.68021	1.40542	1.56306	1.76922	1.61452	1.45862
C9orf46	1.59109	0.99213	1.55824	1.46573	1.62177	1.63019	1.77534	1.69521	1.69581	1.74456	1.37048	1.70204	1.31109	2.15034	1.82503	1.58265	1.47863
DCHS1	1.44044	1.7118	1.60899	1.49346	2.05952	1.38332	1.57968	1.77153	1.39365	1.52665	1.53854	1.436	2.01396	1.52665	1.76953	1.39831	1.72885
RXRG	1.60661	1.66435	1.31436	1.75015	1.84415	1.91113	1.61932	1.65039	1.5689	1.46136	1.44202	1.18349	2.15531	1.21637	1.79013	1.42769	1.60036
STXBP4	1.57489	1.97488	1.59981	1.53628	2.27891	1.45883	1.55939	1.34631	1.54306	1.48276	1.63671	1.49097	1.66477	1.61195	1.53869	1.41581	1.62756
GGT5	1.73053	1.7282	1.69799	1.4205	2.26704	2.09236	1.0711	1.56245	1.05993	0.994717	1.39949	1.69581	1.79797	1.44884	1.29367	1.7699	1.688
ALG11	1.57698	1.45734	1.6445	1.43984	1.56995	1.66425	1.84388	1.60095	1.80965	1.74495	1.67485	1.65363	1.4185	1.65328	1.72518	1.64072	1.47785
DKFZp761E198	1.49656	2.04788	1.81531	1.61677	1.74314	1.42359	1.61697	1.7438	1.41873	1.56752	1.51009	1.46749	1.73427	1.40686	1.5961	1.61004	1.69536
ADAMTS8	1.53188	1.63144	1.79311	1.45163	1.5421	1.59728	1.91335	1.91251	1.65209	1.55168	1.42652	1.54717	1.3191	1.9455	1.59966	1.7118	1.32636
HAP1	1.52519	1.39047	1.36573	1.53351	1.8471	1.95878	1.36331	1.25522	1.45624	1.37532	1.40495	1.24633	2.57294	1.51507	1.57489	1.90569	1.34591
SNX33	1.40319	1.60398	1.54036	1.53952	2.16004	1.5316	1.36184	1.30968	1.17832	1.33043	1.56245	1.42831	2.592	1.38527	1.42922	1.57383	1.64664
C13orf27	1.72236	0.803097	1.49147	1.67513	1.42161	1.73644	1.71759	1.89081	1.86586	2.02936	1.55773	1.64953	1.18404	1.62395	1.57628	1.7055	1.47885
SMUG1	1.69017	1.24115	1.52193	1.53603	1.44917	2.00748	1.82789	1.74859	1.71343	1.57411	1.62832	1.55752	1.57383	1.59684	1.63374	1.73101	1.4256
GRM8	1.65266	2.30722	1.71459	1.55684	1.26999	1.55824	1.97627	1.63796	1.67145	1.68709	1.63486	1.57739	1.0102	1.51632	1.49436	1.68487	1.30442
SCLY	1.38015	1.66477	1.66067	1.7937	1.69325	1.4201	1.6321	1.57104	1.64588	1.51081	1.66341	1.48323	1.90466	1.61984	1.56028	1.69217	1.66324
COL27A1	1.21124	2.51588	1.41704	1.65238	2.30566	1.09166	1.08758	1.24251	0.915931	1.04101	1.49656	1.06043	2.65295	1.08738	1.3842	1.37172	1.61888
CCDC86	1.47294	1.82814	1.61932	1.63227	1.50412	1.49656	1.44347	1.77488	1.37984	1.50296	1.74456	1.48296	2.02953	1.61452	1.59168	1.71459	1.63169
SRPK3	1.20506	2.67936	1.41129	1.70618	1.27288	1.07325	1.44202	1.06955	1.54115	1.64858	1.61516	1.38135	2.22385	1.6098	1.51569	1.10144	1.67446
TDP1	1.52485	1.74402	1.77015	1.73909	1.29585	1.58081	1.72464	1.68242	1.81049	1.74282	1.47176	1.68596	0.995469	1.87908	1.65062	1.66145	1.45369
PBX3	1.64711	1.59193	1.12933	1.7055	2.18197	1.69066	1.43815	1.36226	1.68519	1.50859	1.6842	1.45001	1.9864	1.64191	1.51814	1.50363	1.52379
HHAT	1.44586	2.19127	1.59708	1.53411	1.00411	1.64613	1.62917	1.64147	1.77534	1.594	1.50942	1.42477	1.59572	1.78293	1.64833	1.57334	1.73909
EEFSEC	1.51344	2.09057	1.79345	1.49724	1.23052	1.61631	1.71326	1.45076	1.61047	1.57595	1.57721	1.55168	1.46353	1.72198	1.67205	1.72427	1.66288
CRHBP	1.97736	1.02008	1.29144	1.80049	0.754289	1.73523	2.11516	1.65613	1.86846	1.7772	1.64778	1.72656	1.16449	1.50774	1.54333	1.71988	1.53438
CHSY3	1.595	1.78166	1.62069	1.69204	1.09791	1.85929	1.97034	1.7561	1.72855	1.64733	1.53262	1.43059	1.04779	1.63439	1.68774	1.80981	1.49054
EMX2	1.58673	1.21983	1.64795	1.7713	1.98623	1.44023	1.47949	1.67903	1.44178	1.53557	1.57889	1.62692	1.99782	1.51839	1.61932	1.3485	1.78556
PELI2	1.52592	1.09672	1.49864	1.58552	2.02108	1.53783	1.61836	1.60698	1.73128	1.63197	1.63303	1.63933	1.85693	1.34555	1.67145	1.4963	1.7937
FCGBP	0.601325	0.472797	0.572678	0.882872	1.36277	2.9401	0.843786	0.587356	0.871303	2.23532	0.478333	0.746015	2.03427	1.57677	1.64685	2.75168	0.688829
GPR12	1.70618	1.32286	1.48736	1.77488	1.04274	1.65613	1.75954	1.86255	1.82898	1.66988	1.71486	1.4428	1.14266	1.47469	1.64561	1.98023	1.72372
RAI14	1.61109	1.75173	1.5694	1.48483	2.40693	1.08922	1.50887	1.38555	1.62519	1.4245	1.61955	1.59041	2.03529	1.40319	1.54585	1.42496	1.48659
EEPD1	1.58237	2.16273	1.54984	1.75056	1.50859	1.6084	1.64636	1.45321	1.75201	1.51583	1.51314	1.452	1.77195	1.68519	1.57762	1.42983	1.45271
PDE3B	1.6553	1.74078	1.68102	1.60073	1.76479	1.34004	1.5755	1.79058	1.89753	1.72922	1.59109	1.59079	1.36769	1.59234	1.53881	1.50296	1.60775
CNNM4	1.63892	2.10197	1.65595	1.60115	1.37338	1.45178	1.63531	1.65566	1.60416	1.6072	1.46876	1.6428	1.60001	1.60366	1.73482	1.55393	1.53932
C19orf26	1.2952	2.06962	1.7126	1.63933	1.70681	1.37513	1.76504	1.72097	1.12738	1.44631	1.58656	1.4645	1.90787	1.50828	1.74546	1.64561	1.54585
SNORA27	1.63754	1.3939	1.82503	1.55461	1.55491	1.63038	2.06078	1.8499	1.52665	0.861094	1.72836	1.60314	1.00288	1.67446	2.0854	1.57721	1.32619
ZNF391	1.66971	2.51743	1.79083	1.65507	0.929446	1.53576	1.49117	1.71486	1.47204	1.45463	1.40748	1.4595	1.19229	1.495	1.69233	1.68102	1.69122
PALMD	1.41929	2.31434	1.48424	1.28635	2.08908	1.95313	1.55752	1.38985	1.25075	1.39852	1.17255	1.75355	1.89654	1.56406	1.55125	1.42726	1.29605
PHKA1	1.71759	1.66382	1.53731	1.65417	2.00729	1.39186	1.46819	1.5847	1.55548	1.40477	1.60314	1.68774	1.72287	1.61534	1.56285	1.47814	1.77926
DUS4L	1.51682	1.19153	1.65491	1.45673	1.21983	1.52418	1.58323	1.87477	1.92211	1.90092	1.63419	1.7933	1.37133	1.87108	1.58673	1.57644	1.54761
RAB33B	1.60457	0.679403	1.27996	1.3695	1.59168	1.95709	1.78799	1.72309	1.9296	1.74314	1.63253	1.59144	1.20506	1.8013	1.78226	1.72954	1.51032
DCLRE1C	1.48838	1.15784	1.64588	1.75585	1.8145	1.57644	1.43941	1.42638	1.77827	1.65363	1.67997	1.68201	1.74879	1.62967	1.7022	1.59981	1.58237
CDON	1.53952	1.95766	1.55965	1.63629	1.41093	1.67569	1.80407	1.64426	1.67685	1.71343	1.56963	1.53229	1.47546	1.50044	1.67098	1.58167	1.58789
ZWILCH	1.59548	1.15404	1.86306	1.4645	1.02898	1.68774	1.80965	1.82814	1.99566	2.01001	1.39257	1.56722	0.700585	1.74166	1.81506	1.82836	1.27453
SLC25A24	1.71435	1.4256	1.47841	1.629	1.81531	1.86909	1.67419	1.61026	1.41497	1.66841	1.63872	1.76358	1.50756	1.48092	1.62692	1.50549	1.59684
HCST	1.70832	1.24792	0.693198	1.29646	1.60248	2.91601	1.05306	1.42305	1.71435	1.63561	1.49949	1.34153	0.925105	1.80619	1.45463	1.51314	1.55055
PHF7	1.64937	2.21621	1.68487	1.47275	1.50114	1.19153	1.56673	1.84477	1.58552	1.89428	1.3215	1.70721	1.157	1.79171	1.67033	1.31409	1.51487
SVIL	1.50731	1.87846	1.69066	1.38508	2.3683	1.70832	1.37172	1.47379	1.45734	1.69275	1.32619	1.49287	1.66775	1.61631	1.49679	1.4185	1.50188
PLAC9	1.52466	1.70001	1.58579	1.47733	2.20169	1.70894	1.11365	1.41519	1.14906	1.01562	1.48699	1.65292	1.87309	2.1139	1.86457	1.59144	1.09046
SGSH	1.23861	2.68664	1.90522	1.32207	1.56081	1.33884	1.36573	1.41704	1.0254	1.3037	1.36067	1.62743	1.65566	1.66019	1.55461	1.52568	1.73677
WDR25	1.47004	1.60547	1.4578	1.74414	1.32704	1.72922	1.7126	1.72906	1.59193	1.54778	1.62677	1.48736	1.59854	1.6968	1.64977	1.71864	1.73827
RANBP10	1.57968	2.15518	1.93303	1.53678	1.65633	1.47733	1.34772	1.4356	1.43514	1.34411	1.58673	1.57799	1.85862	1.55824	1.56561	1.53036	1.61984
CDH7	1.72855	1.57912	1.30579	1.69978	0.741828	1.80703	1.89537	1.90048	1.99057	1.85178	1.69325	1.45883	0.757705	1.68076	1.56224	1.75079	1.44566
DCHS2	1.39569	1.01834	1.83216	1.70635	1.29367	1.47519	2.16591	1.74093	1.97547	1.75629	1.44951	1.78454	0.960453	1.56048	1.44115	1.60155	1.67467
ARID5A	1.3756	1.2865	1.63585	1.84477	1.82629	1.79285	1.23331	1.81477	1.49998	1.41825	1.56224	1.62982	1.81956	1.50092	1.43465	1.65448	1.82462
C6orf154	1.64163	1.35104	1.63796	1.62878	0.821974	1.64476	1.96826	1.85003	1.717	1.72198	1.65662	1.50477	1.46224	1.79483	1.67286	1.64476	1.45118
SMPD3	1.58885	2.08175	1.62756	1.68178	1.30679	1.39909	1.76551	1.68102	1.48508	1.42477	1.5175	1.56617	1.56107	1.49072	1.72922	1.62411	1.79285
AKR1C1	1.52665	1.18432	1.37849	1.40999	2.49392	1.81935	1.81935	1.68554	1.39865	1.72836	1.66362	1.33735	1.48447	1.34301	1.26712	1.56141	1.64233
C2orf43	1.78404	1.29339	1.77651	1.59515	1.40706	1.89839	1.74444	1.68574	1.61677	1.69885	1.57465	1.68329	1.37029	1.51448	1.46796	1.73148	1.48583
C9orf7	1.40168	2.14336	1.5063	1.53209	1.9864	1.3756	1.55322	1.47785	1.33334	1.24345	1.51839	1.67705	2.06291	1.45178	1.55795	1.52253	1.65817
ZMYND17	1.83664	2.00396	1.98088	1.6788	1.24013	1.45271	1.57944	1.81918	1.51507	1.53854	1.53487	1.73289	1.19714	1.4002	1.48987	1.63629	1.57579
CSPG4	1.5496	1.50495	1.69554	1.55415	2.46005	1.24298	1.43001	1.59782	1.20234	1.3316	1.49436	1.71109	1.82301	1.37172	1.47519	1.61418	1.71942
IRAK4	1.59234	1.10957	1.32978	1.38856	2.00541	1.5736	1.3837	1.52305	1.73565	1.85764	1.47379	1.81049	1.63439	1.79701	1.67824	1.55773	1.62812
AIFM2	1.34382	2.25377	1.82594	1.5937	1.45076	1.53854	1.26584	1.67663	1.43039	1.4963	1.39865	1.33451	1.94023	1.58128	1.62812	1.55707	1.72035
PNMA6A	1.56028	1.4886	1.55276	1.61534	0.890901	1.7588	1.83607	2.03304	1.83756	1.84388	1.56048	1.29466	1.07146	1.65363	1.71203	1.90808	1.35541
ZNF273	1.81049	1.56028	1.74267	1.45559	1.26093	1.63227	1.56812	1.77322	1.45221	1.60915	1.59755	1.57992	1.495	1.76953	1.64953	1.71435	1.67513
CCDC18	1.44223	2.50813	1.9128	1.50962	1.82836	1.38451	1.22068	1.23775	1.54036	1.4428	1.60054	1.46414	1.84752	1.43059	1.38856	1.38622	1.50774
KIAA0895	1.69554	0.94294	1.62434	1.6018	1.16846	1.92706	1.94419	1.56285	1.93993	1.73612	1.7322	1.49555	1.26559	1.58789	1.45524	1.80352	1.50138
C8orf37	1.79058	0.96742	1.44249	1.5416	1.0095	1.63486	1.71031	1.6733	1.8292	1.83143	1.65817	1.83937	1.45001	1.79553	1.60661	1.72144	1.49976
GPR19	1.70635	1.35215	1.66113	1.50774	1.03885	1.948	1.74522	1.60295	1.7546	1.70261	1.57041	1.60698	1.32809	1.67599	1.6892	1.72287	1.60398
PSMC1	1.88061	1.36477	1.73082	1.62246	1.32582	1.33029	1.66397	1.9203	1.63063	1.72729	1.6428	1.77685	1.44586	1.78012	1.57079	1.45446	1.35366
S100A4	1.1827	0.897451	1.17752	1.81089	2.59554	2.66923	1.2394	0.399279	1.12388	1.45271	1.60036	1.23824	1.83044	0.699718	1.44223	1.40854	1.65923
ZFP62	1.72704	1.70204	1.63019	1.61516	1.76294	1.50656	1.57041	1.39026	1.66534	1.58552	1.59079	1.56048	1.85969	1.49888	1.55824	1.58015	1.60738
NAGA	1.63398	1.60936	1.62158	1.57815	1.77749	1.89753	1.41148	1.36832	1.41687	1.57465	1.61348	1.65881	1.66177	1.54364	1.58744	1.69934	1.67183
ZNF284	1.58041	2.11368	1.57659	1.69149	1.43867	1.4625	1.72334	1.48424	1.71221	1.60115	1.63439	1.46876	1.66988	1.51265	1.39342	1.62069	1.62246
LHX6	1.50477	1.77415	1.4868	1.59144	0.98964	1.76768	1.92554	1.95044	1.58367	1.81089	1.61026	1.66382	1.16825	1.61497	1.52692	1.67949	1.5063
C8orf82	1.30006	2.01828	1.62812	1.82098	1.80825	1.3316	1.36144	1.36277	1.18604	1.38015	1.73644	1.53487	2.18723	1.51861	1.50188	1.47546	1.70145
UST	1.37631	1.23146	1.72309	1.65613	2.02969	1.59708	2.02758	1.66397	1.65662	1.78504	1.38856	1.50027	1.32704	1.21692	1.7101	1.7461	1.36184
THBS1	1.66798	1.06171	1.21755	1.45934	2.2736	2.217	1.52253	1.43788	1.40368	1.5694	1.23033	1.89331	1.27511	1.52615	1.14938	1.70599	1.79532
RAMP3	1.23727	1.32704	1.05242	1.47444	2.08841	2.55527	1.41497	1.21983	1.40568	1.02171	1.40211	1.33786	1.47704	1.34097	1.55491	2.1017	1.85789
EPHA10	1.76922	1.96285	1.79256	1.67055	1.06199	1.54663	1.7561	1.87309	1.52692	1.68021	1.51814	1.34984	1.23824	1.65417	1.56502	1.69554	1.52918
ZDHHC15	1.71627	1.43984	1.49261	1.69275	1.33451	1.49346	1.79395	1.7322	1.91553	1.48761	1.72679	1.5736	1.38598	1.71536	1.50962	1.63374	1.64496
ZNF233	1.48608	1.94023	1.70873	1.67446	1.2578	1.40854	1.69909	1.68774	1.73895	1.76504	1.45559	1.55077	1.29488	1.61697	1.47098	1.6867	1.81477
RCOR2	1.31994	2.26402	1.8141	1.68446	0.887288	1.25148	1.90716	1.36449	1.81227	1.60517	1.68999	1.24115	1.38656	1.69698	1.69978	1.68738	1.47585
RAB3IL1	1.34818	2.22631	1.52863	1.38135	2.07956	1.98709	1.19978	1.551	1.34743	1.23745	1.59234	1.54002	1.92554	1.42264	1.44917	1.41216	1.45524
RANBP17	1.7933	1.90179	1.90502	1.51722	1.85941	1.24553	1.77517	1.46749	1.54438	1.29294	1.44771	1.68688	1.044	1.76504	1.67705	1.74899	1.32704
CCDC73	1.78906	0.834409	1.62878	1.66113	1.36331	1.70175	1.65192	1.81675	1.82758	1.88427	1.57739	1.60915	1.13471	1.67971	1.60563	1.71759	1.46519
TGFB2	1.4715	0.997537	1.55168	1.43583	2.00654	1.77385	1.33956	1.33541	1.48659	1.72621	1.51661	1.4667	1.92491	1.74721	1.61573	1.76875	1.71378
ZNF516	1.45321	1.80074	1.58642	1.49536	2.03618	1.68446	1.37834	1.44044	1.4447	1.42238	1.50162	1.36331	2.15938	1.35762	1.60155	1.58971	1.65993
ITGAX	1.3434	2.63899	1.36415	1.59944	1.71828	1.12339	0.956171	1.11365	1.51921	1.20506	1.40542	1.64997	2.00183	1.26953	1.82898	1.34955	1.81935
RGS9	1.90827	2.24152	1.45141	1.4002	1.3756	1.18161	1.51265	1.48356	1.2011	1.5736	1.60441	1.60416	2.18957	1.40999	1.68756	1.28591	1.56406
FAM105B	1.60755	1.52615	1.56502	1.52193	1.87731	1.55322	1.48483	1.40748	1.77795	1.50044	1.63653	1.62434	1.95061	1.56752	1.55187	1.56245	1.51814
DDX11	0.496102	2.96556	1.64711	1.59642	1.6895	0.907554	0.895265	1.49724	1.25286	1.25393	1.74314	0.76511	2.18325	1.67073	1.4812	1.33451	1.01495
FBXL14	1.7646	1.04274	1.67164	1.85929	1.29144	1.62656	1.72163	1.81625	1.88528	1.36415	1.84166	1.61888	1.55575	1.63453	1.51551	1.51221	1.24041
C22orf36	1.26689	2.08369	1.85594	1.55055	1.68329	1.33935	1.52798	1.74899	1.44202	1.47129	1.32636	1.59109	1.87349	1.48256	1.73727	1.32603	1.68242
ZNRF1	1.53438	1.69233	1.6968	1.68487	1.495	1.47015	1.78404	1.68396	1.62005	1.52148	1.63629	1.53505	1.75289	1.50756	1.45178	1.60295	1.65613
SLC32A1	1.68859	1.57861	1.51615	1.65472	0.662693	1.84901	1.87811	1.88102	1.74357	1.83467	1.6568	1.57762	0.66827	1.72097	1.61549	1.6968	1.49949
ZNF567	1.52725	1.94165	1.50078	1.68519	1.50092	1.54717	1.69367	1.66593	1.79797	1.78974	1.59193	1.59193	1.34591	1.5212	1.5753	1.61915	1.39891
C14orf119	1.56107	1.09138	1.44088	1.7556	1.75512	1.95663	1.75904	1.54873	1.65491	1.50942	1.71739	1.51487	1.45592	1.64524	1.53974	1.71074	1.46954
ZNF569	1.6895	0.860203	1.50962	1.62756	1.55752	1.45673	1.72729	1.72427	1.86981	1.80842	1.5961	1.63087	1.46725	1.7085	1.59234	1.69766	1.50114
C16orf48	1.41757	1.90694	1.83812	1.61915	1.6624	1.52327	1.64561	1.70244	1.51682	1.58291	1.43198	1.43427	1.60267	1.57659	1.48256	1.57739	1.7282
GJC2	1.67392	2.48233	1.18328	1.6084	1.88226	1.07978	1.50685	1.33043	1.71672	1.24867	1.87964	1.56107	1.55597	1.57489	1.6246	1.05417	1.47258
DDTL	1.83193	1.24364	1.67997	1.57489	1.13318	1.80167	1.79553	1.74807	1.68774	1.66593	1.84477	1.57122	1.25716	1.58833	1.60346	1.66593	1.37285
SLC38A7	1.62482	1.99226	1.74859	1.53229	1.33852	1.66819	1.80909	1.72114	1.59911	1.53662	1.46332	1.57205	1.3749	1.45716	1.55684	1.59193	1.62832
ZFP41	1.2477	2.56504	1.74009	1.65923	1.78946	1.10957	1.30406	1.27755	1.25879	1.25901	1.48508	1.26497	2.15878	1.40211	1.48583	1.36067	1.71486
KDR	1.25522	1.57612	1.48959	1.20555	2.35118	1.93718	1.28726	1.45178	1.44044	2.00577	1.64711	1.50942	1.67918	1.56527	1.60416	1.45822	1.06869
C10orf59	1.70531	1.65817	1.62607	1.44393	1.00207	1.68396	1.8255	1.74456	1.9823	1.67245	1.59708	1.5381	0.824935	1.75079	1.69149	1.72464	1.43867
ABCG4	1.66382	1.9751	1.76629	1.72066	0.713889	1.5492	1.74546	1.78091	1.67014	1.53869	1.75734	1.47546	1.2172	1.49708	1.57739	1.81894	1.47294
SLC16A8	1.53369	3.05043	1.68688	1.3049	1.90502	0.587917	1.11042	1.25441	1.11228	1.05131	1.16094	1.82395	1.71141	1.12964	1.4578	1.2732	1.37834
ADAMTSL3	1.56561	2.19224	1.29488	1.57449	2.37074	1.42402	1.45118	1.27081	1.59944	1.35017	1.66661	1.7126	1.72518	1.30442	1.32491	1.26046	1.43842
MRPS18B	1.56285	0.854545	1.46519	1.73701	1.26933	1.77988	1.83384	1.74357	1.70975	1.71806	1.61573	1.63279	1.26433	1.66324	1.71828	1.65491	1.68999
ZNF225	1.58744	2.19585	1.50188	1.71724	1.48959	1.25319	1.52647	1.64953	1.73325	1.56561	1.60584	1.61534	1.50092	1.65633	1.52918	1.48211	1.48323
IL4R	1.72035	1.47949	1.32415	1.4104	2.4875	1.97265	0.760098	1.25659	1.03129	1.52615	1.42892	1.64191	1.88347	1.17045	1.4356	1.56028	1.87309
NKIRAS2	1.65209	1.50985	1.48237	1.61549	1.68487	1.64711	1.72035	1.70131	1.62368	1.58622	1.53758	1.57174	1.65062	1.71359	1.60775	1.62967	1.35503
MTMR11	1.62069	2.02016	1.35483	1.56406	1.85828	1.42685	1.53974	1.38395	1.5177	1.34955	1.57968	1.40732	2.28502	1.47037	1.43156	1.54508	1.44546
FANCA	1.48323	2.547	1.86255	1.60155	1.52447	1.20593	1.46332	1.57595	1.42305	1.46194	1.35673	1.52519	1.62788	1.49147	1.56377	1.36161	1.50828
MYT1	1.38527	2.58283	1.48508	1.37411	2.33939	1.20427	1.3895	1.26323	1.26066	1.57205	1.34611	1.46544	1.75763	1.40568	1.41073	1.29488	1.47004
VPS37C	1.49976	1.62557	1.47885	1.61388	1.5469	1.60248	1.76953	1.58265	1.43788	1.64977	1.61497	1.58128	1.63732	1.55187	1.73745	1.77651	1.53576
C9orf9	1.43326	1.5753	1.6788	1.55232	1.38985	1.37849	1.65393	1.58406	1.52036	1.67997	1.76427	1.52466	1.78988	1.66043	1.60879	1.74473	1.63253
FES	1.33907	1.91297	1.55212	1.51265	2.03701	1.84677	1.43264	1.3318	1.34217	1.22649	1.53114	1.17255	2.01166	1.35978	1.66224	1.60346	1.8145
FLJ14213	1.7118	1.77626	1.17275	1.57595	2.02691	1.27707	1.44884	1.15651	1.86306	1.42161	1.75629	1.64588	1.68329	1.65209	1.71518	1.36713	1.61836
SPI1	1.23962	1.39442	1.28532	1.55548	1.88387	2.4036	0.760405	1.27834	1.16761	1.40495	1.40241	1.62656	2.01619	1.63197	1.58406	1.64778	1.77237
SNF1LK	1.48256	1.56107	1.63087	1.6892	2.30296	2.08854	1.03017	1.21209	1.64685	1.59966	1.27728	1.13436	1.68465	1.28505	1.08081	1.80965	1.77827
CCKBR	1.71652	1.53351	1.92211	1.6733	0.728313	1.58885	2.18911	1.54778	1.76596	1.60457	1.50985	1.51661	1.03382	1.39365	1.93582	1.67775	1.17045
MRPS36	1.7699	0.749081	1.51892	1.26093	1.27816	1.75651	1.93407	1.78614	1.87794	1.95143	1.57612	1.63774	0.872871	1.81477	1.53321	1.68875	1.48884
TMEM216	1.70333	0.96769	1.4924	1.53114	1.88528	1.2185	1.57079	1.33334	1.452	1.96285	1.52813	1.63988	2.20566	1.55869	1.58769	1.52379	1.42745
PTCHD1	1.61348	0.734602	1.50803	1.60248	1.53662	1.68465	1.62677	1.56872	1.66988	1.53262	1.44614	1.72372	1.77385	1.74267	1.47323	1.68021	1.85941
