id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
KLK8	0	0	2	0	0	1	1	0	2	1
FZD10	9	12	9	7	6	5	11	11	16	6
PROSC	741	1213	1992	980	1014	821	1072	1054	1448	1266
IRAK3	175	251	101	209	128	154	275	294	150	147
AKAP13	2440	3412	3509	2661	2049	2431	2832	3089	3192	3049
AKAP11	7811.213853	14105.114	26491.66779	17209.15573	15061.01055	13978.68886	13293	13089.70149	15554.14916	12941.51172
AKAP10	1249.895306	2175.028601	3043.133563	2042.033708	1675.096347	1490.124617	2074.008691	2193.140907	2252.008884	1909.204832
AKAP2	435	778	767.7014925	615.0018136	485	477	505	723	643	697
DDX20	217	464	642	382	369	370	449	479.0255667	489	389
TREX2	9	11	6	3	4	7	11	7	11	5
DUSP10	116	269	367	292	243	223	282	359	438	342
MRPL3	603.8898832	1320.237995	1504.828886	998	1042.970853	921.0417062	956	1225.910858	1245.975098	901.5206593
MSTP9	25	49	41	39	57	42	43	53	49	91
RPL35	705	1476	1458	906	1025	967	874	1524	1357	1277
GALNT6	170	782.0140509	551	222	490	303	552	613.0007696	694	470
GALNT5	1	1	6	7	1	7	1	2	0	9
RASSF8	380	531	584	426	371	294	577	632	557	527
PRAF2	163	332	567	306	212	268	361	349	412	320
SEC63	1250	2099	2813	2067	2180	2132	1928	2512	2702	2000
POLG2	89	162	160.7629164	101	116	89	157	180	179	150.0605615
HPS5	739	1231.741014	1583.853463	914.0521342	1153.074674	1035.006049	1080.899573	1536.190543	1565	1442.915693
PDCD10	582	1225.979994	1425.203333	1058.917138	1125	909	882	1231.934552	1375	1018
RNF139	321	639	918	721	620	490	659	746	675	612
RNF24	381	434	702	545	392	418	478	598	534	559
CA5B	325	624	565	471	509	471	459	694	667	637
PADI2	3061	4478.09544	7551.865847	4106.917645	5267.709673	3643.069424	5207.116034	7398.28636	8133.196438	7865.523216
PMF1	261.0321491	448	502	348.838229	302.0224714	283.0145026	412.0422278	486.8841991	404	389.4465969
ZHX1	1503	2342	3525	2363	2160	1897.596899	2349	2646.003041	2407.004206	2317
GPR176	276	582	909	520	324	318	455	460	461	401
NXPH4	12	38	51	18	16	15	19	38	39	32
NXPH3	112	245	425	156	181	135	125	162	177	220
NXPH2	22	73	138	69	59	39	63	53	48	33
GPR45	39	34	37	40	27	18	40	35	36	34
GPR44	58	43	55	39	29	41	56	52	54	86
PACSIN2	642	1101	1071.136712	767	624	582	988	809	971	981
MAN1B1	838	1278	2571	1294	925	1079	1167	1409	1472	1440
HRH3	185	265	256	223	174	140	259	318	250	180
DCTN3	416	1053	1595.37221	920.5116123	738	706	747	817	944.0120424	844.6907973
FILIP1L	224	500	389	380	274	283	488	450	402	366
XPOT	1040	2486.969697	2549	1682.202656	2064.517191	1825.259872	2011.908663	2344.935048	2726.040069	1532.250018
CHP	1128	2191	3653.98505	2283	2059.106179	1750	1990.485708	1970.981929	2476	1726.92785
SP140	47	96	126	129.639967	86	73	60	158.0017377	169	122
PXMP4	197	332	464	252	261	227	286	343	371	414
DUSP12	173.9818182	361	505	356	333	284	268	414.9885714	358	317
SNF8	381	869	966	690	530	492	552	690	681	660
DDX19B	191.4787781	277	310.1826943	291	206.7840281	235	242.195671	365.0074596	379	288.3469388
NRM	19	28	23	12.00273035	11	13	22	22	29	22
PRR4	213	545	535	443	348	262	346	486	457	359
ATXN2L	2079.921293	3380.201229	2621.783318	2053.481774	1864	1746.71513	2703.197346	2578.071632	3015.411617	2164.852245
USP18	32	45	67	66	20	29	72	48	44	62
KLHL2	1850.064693	4886.139727	5683.600253	3667.033351	3144.140939	2810.885971	4089.776041	3220.117526	3152.093555	2962.320082
AP1GBP1	1287.022875	2504.00288	2336.644025	1699	1649	1393.875	2073	2013.725668	2330	1673.369522
KLF12	1481	2093	3867	2417	2158	2047	2175	1964	2347	1976
KLF8	110	185	202	152	113.0112033	123.194685	142	180	197	171.4439233
SCN11A	66	58	141	87	70	75	52	87	92	114
POU6F2	182	308	361	151	122	103	199	255	247	175
MGAT4B	893.0070977	1438.737684	1564.125396	1203.942373	861.9241902	830.9893048	1211	1185.050969	1446	1346.992593
CYP4F8	1	0	0	0	0	0	0	3	1	1
PNKP	313	487.9046205	622.9219424	520.0415429	287	256.9444444	361	526	587	582
B4GALT7	230	322	441	345	205	206	253	295	337	348
SLCO2B1	795	1201	1129	1119	918	810	1264	1787.974359	1690	1745
VPS45	1200	2203	2829	1944	1717	1716	1714	2142	2464	1946
LYPLA2	116	233.7685643	237	163	128.3825433	103	152	171	189	153
CD300A	27	59	28	51	44	46	52	112	43	93
PARK7	1698.599626	3662.032722	4812.511609	2917.301016	2362.503029	2026.135543	2899.318407	2832.792926	3562.017244	2708.807283
COPE	828	1893.947826	2519.122822	1739.96144	1422.090705	1265	1476.048935	1744	2020.223687	1941
RBPJL	5	2	0	0	0	1	1	4	3	2
GPR182	20	20	21	13	20	12	26	26	20	15
ECD	804	1571.929825	1765.988939	1346.123239	1142	1121	1187	1563.036488	1666.081614	1498
MGAT4A	1407	2954	4687	3071	2747	2509	3084	3322	3329	2810
GPN1	422.983871	815	1310.068937	760.8753024	680.8851672	748.8546654	802	716	948	663.8426532
TMC6	286	1397.848628	868.7953274	571.4636092	762.0764324	405.0453411	1376.048741	1389.078864	1251.858404	833.7449067
DDX42	2523.943363	3945.846326	5698.903006	4296.034925	3450.940451	3488.149186	3551.956789	4384.935774	4452.96465	3634.863903
VSIG4	64	238	58	164	110	220	251	522	157	180
FKBP9	534	985.0201007	1012	1014.498313	851.9809524	848	744.9793814	1054	1350.200103	1172
STK38	505	987.0095814	659	394	567	440.0302367	786	813	712	722
CTRC	1	8	0	6	0	5	4	4	4	11
PHB2	729	1508	2043.238197	1362.99005	1034	1044.974348	1011.974402	1328.213144	1557.247653	1423.971581
ACOT7	1401.377199	2628	2927	2016.153748	1410	1350.287332	2127.27722	1834	2351.052944	1862
PDAP1	402	828	905	549	597	560	596	665	753	649
TUSC2	320	628	1122	705	472	471	524	549	585	589
CBX3	674	1071	1583	1052	1168	1073	994	1254	1446	998
EXOC3	859	1478	2235.691802	1224.713092	1063	1011	1344	1420	1417	1411
GABARAP	1260.645197	2500.791406	3521.313085	2105.49232	1807.195598	1708.322476	2037.752444	2485.760241	2612.764098	2727.101265
U2AF2	1192	2413	2741	1703	1303	1219	1914	1829	1947	2093
OIP5	13	14	15	19	18	27	26	31	26	21
EXOSC8	278	460.0542267	534	444.9052591	401.0348765	394.0402125	425	618.130452	623.0727353	557.1085892
SCRG1	879	1399	1417	1474	1162	1572	1402	1229	1633	1179
RNF13	1559.096295	3979.140661	4269.804835	2761.748309	3603.923916	2822.824029	3522.778013	4429.912245	4267.129915	3798.540069
MGLL	2168.000026	3872.859557	6826.241021	3208.50002	2085.000226	2091.657744	2754.000028	3257.853564	3619.086921	3343.000246
TWF2	499.0771702	890.1943626	1248.204038	728.7135736	504	493	624	700.009576	816.157248	908.9112544
GABARAPL2	1712.953846	2840.105664	3823.020611	2716.015241	2475.123369	2591.012387	2804.991229	3370.015459	3739.015464	3220.116806
SYNPO	2397	3729	5133	3365	1795	1980	2940	2347	2934	3309
CASC3	1910	4157.713381	4018	2228	2512	2060	3365.494069	3465.986791	3121	3306
NID2	175	264	358	310	240	249	264	494	422	425
COG2	632	1637	1615	932	1006	858	1036	1290	1153	1106
TFEC	60	128	65	124	112	110	206	219	94	139
LAMB4	6	14	15	10	9	7	32	14	6	11
RRAS2	76	83	189	136	114	121	128	188	164	141
ITGA11	82	121	134	133	69	67	110	141	120	117
CLCA4	90	467	269	224	279	233	292	520	217	604
XRN2	1526.77494	2982.018575	2927.632337	2150.018576	1996.731389	1881.796528	2568.909625	3138.015751	2724.993821	2581.952836
IKZF3	19	44	17	28	17	20	48	19	18	25
IKZF2	573	1385	847.6293946	708	674	647.0124055	1420.94278	1702	988	1074
MRAS	2277	4888	4759	3278	2674	2843	3647	3030	2966	3700
ATF5	56	88	96	90	54	78	87	64	121	85
COPZ1	633.6385589	1440.040298	2122.546045	1276.295571	1056.862268	1078.939617	1086.045744	1206.96426	1532.835502	1340.636117
COPG	2433.989796	4881.145807	7278.973649	5314.057866	3884.993103	3878	3413.984848	3818.110092	4978	4262.95543
RASA3	1223	2386	2149	1378.567914	1535.975904	1236	1693.028098	2303	2648	2085
PHLDA1	511	941	1523	1051	682	736	908	1144	869	821
MTF2	701	928	1529	1003.79014	1115	881	836	1284	1437.053037	1137
HSPA4L	2061	4741	5476.987138	3026.804395	3156.152655	2763.126888	3407	2540.078803	3719.076881	2670.08066
DNAJC8	767.9522805	1688.105644	1597	964	1263	1216.181293	1326	1427	1759.316495	904.9478697
PUF60	991	2145.098373	2761.127062	1931.731598	1320.743608	1274.239731	1776.214308	1891.007236	1846.788945	2051.169316
RBM16	2898.073645	4766.182939	6040.576875	4082.473157	3538	3129.140816	4206.057422	4921.144007	5159.344993	3967.127646
NLGN4Y	22	55	56	1398.395806	32	1041.19967	29	43	30	39
KIAA1009	631	996	1142	533	829	696	773	1054	1137	944
ZNF652	954	2236	1530	1522	1386	1164	2219	3068	1721	1465
ZFP30	416	798	1106	882	717	681	654	793	886	750
RHOBTB3	5394	6800	6052	5531.658625	5581.248455	5694.08743	6120	8620	8697	7001.489588
COBLL1	834	688	1173	715	702	679	588	964	1545	788
RNF44	566	801	787	562	383	375	595	635	712	776
DLGAP4	1731.036179	2252.137898	2454.79372	1976.987276	1085.854648	1168.865291	1804.860982	1729.927303	2213.718329	2272.16019
RAB11FIP2	1305	2477	4453	2574	2157	1860	2327	2327	2734	2400
PPM1E	709	1550	2566	1487	1466.955556	1385	1325	1128	1511	1128.013896
FRMPD1	122	249	328	217	156	187	222	208	214	228
DOLK	82	162	213	168	105	104	127	159	171	159
VASH1	719	1096	1326	792	687	555	1134	1132	969	1168
ZNF507	1115.398832	1795.372232	2260	1639	1534.001464	1419.002727	1653	2118.544655	2075	1567
AAK1	7068	11594	16408	10491	8955	8558	10762	9085	11337	8658
CPEB3	1836.953396	3118.714197	4851.207224	3094.638307	2533.060195	2349.007928	2987.041674	2601.19814	2891.248358	2571
ADNP2	504	958	1370	1028	762	761	761	997	1060	1002
ANKRD26	2954	3979	4016.69969	3019	2748	2502	3203.038593	3626	4234	3534
LMTK2	3509	7099	7557	4781	4325	3875	5001	4302	5794	4885
NTNG1	317	421	858	519.6906675	411	428	369	380	470	441
CHSY1	372	565	583	539	431	433	602	817	589	553
ICK	743.125	1248.082231	1704.092334	1123.238095	1173.073358	977.1000893	1175.000108	1671.474444	1621.299205	1559.015998
LPHN1	4601.1586	7482.987654	8025	6615.988701	3837	3649	5745.957447	5609.228591	6359.991837	6194.524009
NLRP1	115	195	151	139	141.3333333	92	213	131	166	222.5136855
FNDC3A	2437.936209	4273.944077	5699.785924	3423.417179	3493	3439.939824	3961.145386	4949.509651	4820.107671	4554.974132
KIAA0831	692	1073	1506	1177	915	928	909	1656	1353	1406
R3HDM2	2622	4184	5264	2876	2704	2415	2846	3373	3952	3242
SLITRK3	521	905	1210	967	635	633	786	778	855	709
CNKSR2	4064.875007	8541.912363	10227.85291	6653.872145	5247.189382	4761.927927	6004.931294	6016.915597	6521.446618	5086.552801
FASTKD2	1123	1700	2436.985798	1803.087555	1420.040435	1458	1553	2020	2158	1870
ZNF510	736	1421.967213	1628.86166	1262.733541	1115.963266	982.974359	1134	1390	1488	1120
SAPS1	2123	3824	3383	2347	1297	1328	2609	2599	2602	2578.80293
NLGN1	815	1508	2231	1486	1155	1073	1188	1461	1358	1221
SEC31A	2558.957501	4826.049404	5945.63102	3889.849214	3713.802308	3481.309134	4103.26482	4426.963216	5312.673175	3821.881667
DZIP1	3312	4386	5202.010196	3842.702013	2956.943751	2568.896989	3438.76044	4441.866429	5112.52687	3761
PLEKHA6	3232.757941	5027.436943	4723.715232	3355.254899	2630.879317	2430	3455.172269	3329	3596.025521	3510.354531
ENPP4	963	2078	3149	1951	2001	1677	2268	2270	2930	2267
INPP5F	2452	6421	10404	6979	5558	5492	5246	4413	6418	3944
MLXIP	716	910	684	598	412	429	795	874	903	910
KIAA1012	2090	4302	4927	3008	3176	2729	3814	4195	4015	3409
MON1B	323	568	718	465.0026721	426.9615385	379.9552618	548	655	718	596
MORC2	940	1761	1560	1142	926	914	1436	1375	1475	1122
ANKRD6	693	1300	1737	1131	901.7818182	791	952	1229	1075.741139	1010.013039
ZHX2	363	600	599	387	379	325	493	709	687	624
CLSTN1	12408.44945	26836.00339	35428.06645	24366.11057	17250.10129	15592.41334	20562.06063	18890.84354	21718.79407	17685.61429
WDR37	1635	2984	4288	3015.962489	2262	1915.018186	2498	2498.901856	3072	2440
ABLIM3	613	1106	1547	1074.90499	745	787	922	1233	1291	1399
FOXJ3	1610.013818	2984.002954	3586.387913	2627.863644	2226.582681	2188.436653	2542	2840.002781	3192.783426	2601.808278
UBOX5	208	372	412	399.0043704	236	244	277	377	388	386.009053
KIAA0907	763	1348	1345	929	850.9471744	985	834	1161	1344	1246
ZBTB1	635	1212	1209	783	940	711	1176	1054	1107	950
ZNF365	2632	5377	7434	4882	4223	3801	4530	3752	4354	3944
BAHD1	271	532	627	456	312	354	444	462	528	537
DIS3	1535	2775.002574	3014.50723	2515.001641	2174.951456	2028.965154	2146.002648	2824.541143	2824.885207	2299.04188
RPH3A	4862	7791	11237.19256	6212.96208	4373	4930.33672	4895	4004	5346.18823	6503.953914
CEP164	1212.021712	1453	1638.193594	991.0014489	1065	944	1180.875658	1530.45244	1560	1555.010519
DENND3	1862	2195	1953.165961	2094.473028	1262	1935.004097	1708.038655	2439	2486	2662
ARHGEF15	59	44	88	42	32	42	72	53	65	75
CARD8	265.4883721	559.0153954	496.4520603	228.2150341	355.0024386	270.8602158	517.0072224	591.0021984	580	542.0141902
ARSG	287	450	452	284	317	282	179	308	413	455
RUFY3	6110	12519.53749	17386	11610.88639	11660	10183.84813	10790.03576	11222.93478	13123	9595.7609
BTBD3	2161	4291.882086	6321.674782	4888.124883	3994.091195	3921.489664	4563.75688	3898.904446	4313.704521	4313.444202
SBNO2	363	585	437	382	238	292	527	780	595	598
EPN2	1526	2787	3394	1506	1801	1269	2529	2638	2750	2505
TRAK1	2297.986577	3428.093246	4090.911206	3150.941092	2311.987421	2177.972103	2925.119922	3329.23581	3178.978368	2783.190898
DHX30	1815.054001	3960.046532	4680.681278	3375.051533	2566.071468	2379.000306	3055.258785	3261.983051	3484.761639	3086.648693
SACM1L	1054	2214	2967.064492	1773	1733	1500	2114	2039	2184.074751	1769
MTMR15	1137	3126	2940	1853	2022	1417	2681	3081	2415	2254
WDR47	3089.030008	7203.138747	12502.35119	7090.86205	6026.069278	5281.293073	5705.042275	5369.555716	6255.43333	4954.392942
RALY	598.1762364	1341.779573	1397.336486	977.3625774	816.601455	620.4541775	1021.208053	1181.875817	1436.377111	1508.567061
KLRK1	25	40	49	23	68	51	35	39	62	57
MMRN1	18	74	13	57	32	40	55	53	25	83
NCBP2	14.06680555	25.08355286	34.17945382	25.14972955	22	19.00348849	14	23.00050763	41	29.07438602
ZP1	20	17	27	23	9	19	24	23	34	14
CD93	47	114	71	87	45	234	101	196	216	242
MAPRE1	973	1748	2133	1716	1409	1448	1789.082742	2304	1994	1813
KIFAP3	4328.265534	10859.23805	13527.42931	8800.983731	8075.2508	7225.154921	8092.341428	7723.146828	8964.157628	7108.993506
MSRB2	350	668.0494888	741.9960746	513	471	438.048629	538.1959709	592.1349644	565	688
MAPRE3	1708	2576	3473	2619	1813	1828	2293	2297	2836	2218
PLA2R1	247	398	501	246	318	381	414	297	350	437
ATF6	1078	2278.937708	2583.081506	1549.094563	1535	1347.023642	1526	2068.974684	2083	1708.961947
HABP4	1833	3554	5103	2942	2558	2356	2410	2231	3116	3001
SEPHS2	159	356	502	449	244	263	329	328	446	307
SEPHS1	310	560	729	460	411	437	458	570	623	501
RAB3GAP1	2422	5772.292829	7797.983631	4894	4520.982656	4149	4369	4497	5337.332017	4140
RAB18	1522	2486.991981	4570.991878	3028	2595.97776	2613.177014	2496.980217	2787	3549	2934.974164
POMZP3	182	271	315	276	142	227	315	319	403	249
SIRT2	1834.680473	5276.369197	5091.987608	3148.753237	3317.054042	2068.370681	4641.002913	4462.047605	4557.633561	4476.661769
RPIA	86	143	214	136	123	108	133	181	172	166
ELL2	1267	2011	3207	2650	2229	2066	2438	3038	3176	2185
SCAP	1768	3064	3719	2443	1849	1540	2549	2432	2476	2457
SNW1	812	1544	1831	1164	1124	1137	1249	1436	1549	1321
SHANK2	582	854	839.8509987	570.762578	387.750405	454	534.7120522	531	669.0324979	792.7674761
DKK1	16	40	41	36	17	35	42	22	20	21
KIN	508.6862795	622	780.9670409	538	456.0058474	413.0195832	407	705.9585652	710	654
CCT5	1036	3199.945924	3756.41222	2163.94299	2074.208597	1699.074723	2466.129612	2243.688961	2422.99633	1890
PTGR1	473	859.9641731	1017.195974	636.9113514	593	421.9231948	818.0396495	549.0966318	876.9652535	594.9526132
SLC4A1AP	850	1774	2297	1615	1346	1384	1212	1524	1804	1362
P2RX2	3	2	13	0	2	0	6	5	2	1
TRIM32	352	819	1115	677	557	506	689	572	677	579
SCMH1	778	1240	1484.788583	949	691	712.0013063	887	1161	1120	1190.029521
TPX2	114	192	297.826087	150	126	148	158	149	125	118
PAXIP1	380	660	554	427	489	413	554	615	643	514
AKR7A3	65	73	58	82	34	39	40	101	79	73
NT5C2	1721.09405	2595.765589	2835.444034	2091.182456	1763.9376	1755.18318	2348.826611	2436.551184	2454.520947	2187.486006
EFR3B	3010	4779	9181	5373	3578	3883	4309	3366	4332	4829
TCF25	2168.087258	4125.866563	5323.051274	3753.443992	2518.037424	2739.958627	2933	3325.909945	3669.142485	3831.697868
RP4_691N24.1	322	683	801.0105121	425	391.8947368	317	468	519	715.0215595	667
DIP2C	2676	5310	5336	4040	3446	2760	4220	4920	5215	4228
MAST1	2690	4204.787379	3553.923445	2436	1636.659391	1522	3197	2919	3091	2810
PDCD11	922	1536	1916	1221	971	1085	1247	1347	1574	1326
ACIN1	1882	3434	2791.380054	2025.440238	1821	1711.004853	2713.323662	2918.020563	3004	2583
SORCS3	877	1521	2286	1223	1080	1047	865	1139	1228	1250
SV2C	152	413	403	322	373	343	500	216	421	194
MYH15	295	177	447	419	247	334	280	402	473	586
PCNX	4112	7192	10601	7235	6364	5596	6461	6969	7615	6637
FBXL11	1747	2855.043238	3077.862863	1845.983597	1772	1837.076435	2611	2422.043329	2438	2213.895534
AZI1	268	445	394	300	176	185	277.0245677	355	322	440
CEP152	297	556	349.0014302	165	268	186	520.0022179	307	310	239
TTC39A	197	413	357	245	243	276	317	211	256	211
IGSF9B	1149	1148	928	618	566	549	775	986	1233	1217
LIMCH1	5149.3718	10161.33774	12590.98405	7976.933609	8446.303374	6527.756577	9764.736245	10082.50749	10276.35534	8471.381072
RIMS1	5726.146309	8879.368154	12679.79984	6384.321374	5213.001634	4346.056357	5476	5830.655257	6731	6895.888183
WDFY3	10844.48333	22469.45871	24123.40774	15319.623	15321.31575	13314.21701	18896.89636	18999.59161	19346.96086	16053.43595
DAAM1	1691	2291.889515	3211.935371	2187.95937	1982	1993	2375.945455	2588.130307	3050	2207
MAPKBP1	1833.06474	3823.873584	2793	1941.627911	1658	1361.973333	2601.232543	2316	2159.971831	2067
PLCH1	845	1491	3631	1783	1422	1418	1387	1656	1444	1282
KIAA0265	1046	1880	2852	1848	1763	1607	1795	1880	2125	1651
RAB21	937.1047587	1748.942557	2072.883216	1439	1649	1357.961005	1612.212024	1967	2247.111395	1470
STK38L	1034	1662.04357	2291.023251	1800	1618	1403	1580.0323	1708	1711.198094	1677.071744
SPEN	3816	6614	5872	3909	3820	3664	5935	5545	5708	4940
FBXO21	2251	4438	5286.128016	4139.083888	3303.088819	3268.064072	3357	3831	3956.129006	3252
GOLGA8A	1232	1305	1822	1711	885	2382	918	1827	1666	1661
EXOSC7	218	401	597	355	343	279	485	437	411	395
FAIM2	11075	18442	24646.88318	17649.93868	13441.19354	11687	16261.96454	15119.98156	17601.30324	14747
CNOT1	3746	7487.952146	9230.918	5790.108557	6122.154489	5341.127849	6186.254219	7427.097404	7645.295222	6280.029723
ASCC3L1	3800	6464	7621	5302	4542	4864	5589	6491	7127	6066
PALLD	1011	1422	1599	1131	1001	1088	1506	2138	1910	1584
TMCC1	1177	2180	2662	1724	1501	1343	1901	1854	2128	1761
PDZRN3	595	1010	1435	1043	641	664	919	872	835	918
UNC13A	7850	13178	17905	11812	7692	7577	9316	8925	11174	9119
MYO16	613	1029	1381	820	656	567	798	1016	1012	808
AOF2	1937	3879	4381	3220	2672	2567	2784.645161	3146	3428	2868
RBM34	458.8871099	910.1438591	1201.206219	728.0310483	741.8182436	681.6739779	767.7664046	798	848.7954358	650
JMJD2B	861	1266.002015	1071.885552	919.0003215	650	598	970	1058	1174.00114	1197
MAST3	7200	9870	13700	9446	5830	5409	7803	8431	9968	9853
USP33	3913.948308	7740.024022	11319.98952	7418.880306	6814.00944	6231.647714	6691	7583.021278	7845.810172	6146.550025
DOPEY1	4287.021763	6341.669565	8577.001537	6471.728675	5588.607798	5222.00266	4748.001472	7349	7811.262712	6567.826219
SAMD4A	382.3333333	556.0016507	721.0003695	372.0015622	323	328	575	634.0007582	915.0006711	584.000521
PHLPPL	1677	3112.035876	4017.01179	2496	2178	2097	2564	2498	2888	2187
ZNF292	3050	5068	6178	4568	4219	3722	4316	5317	5599	5281
PDZD2	5332.191037	8188.004764	6603.071213	7081.116794	3728.370453	4857.000434	6629.574643	5566.416724	5099.059964	6248.037036
WDTC1	1596	2722	3002	2067	1582	1445	2134	2080	2497	2418
XPO7	2457	5354	6478	3602	3908	3299	4254	4164	4560	3529
MYT1L	4668	8917	12937	8158	5488	5715	6784	6952	7208	6604
MON2	4196.63447	6884.167261	8279.29173	5567.888209	6178.369527	5447.534801	6466.547525	8622.606994	8537.030821	7045.407928
PDXDC1	1466.887277	2815	2961.874588	1874.867389	1736.122962	1616.023216	2318.954411	2093.074132	2180.986842	1592
TNIK	3921	5704.806081	6390.325675	4905.907028	3404.956252	3988.861648	4147.259037	5495.818227	5419.052539	5167.676106
KIF21B	2556	3585	5038.016154	2616.810772	1722	1498.002911	3159.710052	3348.640036	2472.015614	3058
PDS5B	4178	9853	12252	8178	7490	6960	7985	7261	7472	6024
FNBP1	2577	3722	4097	2490	2979	2700.027766	3518	5054.89899	4924.594937	4345
SMG1	6097	10597	11209	6748	7469.0305	6698	9351	9874	11010	8713.393638
ZHX3	2285	3833	4151	3581	2253	2318	3465	4264	3267	3760
ENDOD1	1608	3568	4597	3128	3919	2496	3605	4389	4611	3882
KIAA0913	2344	4389	3396	2681	1813	1703	3565	3216	3009	3051
NCOA6	1193	2396	2068	1203	1372	1201	2026	2076	1953.054172	1641
NMNAT2	3437	5836	10611	7057	5102	5236	4674	4419	6034	5115
CLUAP1	926.1362905	1221.525684	1497.464981	1162.147973	930.2006556	956.9361702	1072.092544	1396.14718	1370	1085.590325
ZNF609	1880	3260	3210	2256	1963	1689	2683	2657	2620	2728
TBC1D9B	3587	6410	6400	3997	3443	3160	5206	4655	5916	5348
GGA2	1355	2157	2072	1582	1241	1291	1747	1732	1968	1811
WAPAL	1562	2745	3571.041104	2945.102746	2543	2276	2648	3763.988889	3317	2893
